"devt","status","suit_1","total_rx_pct_1","exp_rx_1","status_1","status_2","status_2_1"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"O",0,0,0,"C","O","C"
66,"C",0,0.0336850529607884,6210.78,"O","O","O_O"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0.0607123351537994,2094.41,"O","O","O_O"
66,"C",0,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"O",0,0.0202338811325742,9264.37,"O","O","O_O"
66,"C",0,0,0,"C","C","C"
66,"C",0,0.0587226545464182,31886.2,"O","O","O_O"
66,"C",0,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",1,0.666794436054307,3111.58,"O","O","O_O"
66,"C",0,0,0,"C","C","C"
66,"C",1,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","O","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","C","C"
66,"C",0,0,0,"C","O","C"
66,"C",0,0.4209873,4197.46,"O","O","O_O"
66,"C",0,0.68040014058181,24532.06,"O","O","O_O"
66,"C",1,0.559830872483221,13182.96,"O",NA,"NA_O"
66,"O",NA,NA,NA,NA,NA,NA
54,"O",1,0.982,14685,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.443566349815738,8088.52,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.0923114232654384,7680.19,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.609851033576413,9062.11,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",1,0.308646533690137,1231.23,"O","O","O_O"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.817394613257105,1649.7,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.801992642903436,15748.57,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",1,0.712998782555804,13587.23,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.944517492948064,16836.21,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.581831904761905,315.58,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.593878507462687,3254.93,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.0040483181073856,6548.22,"O","O","O_O"
54,"C",1,0.0710602509180347,12722.88,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.733590588438937,18497.08,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.256460801020156,6792.49,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.770095505257745,698.73,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.868950037729449,7078.7,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",1,0.381774449070248,9429.68,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.740584962696167,1058.46,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.0799141815936261,13479.32,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.480336157894737,14525.75,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",1,0.295787547169811,6322.41,"O","O","O_O"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.866857750064511,23922.42,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"O",0,0.745825854126204,70288.81,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.0441133431169515,12596.36,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.0618313073418533,10000.02,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",1,0.903878498147072,16988.65,"O","C","C_O"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.17930299727845,9017.6,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0.766529312223346,10787.17,"O","O","O_O"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.583388869103521,24414.04,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.938804300518135,5198.9,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.906859375178284,67046.29,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.7296374,11481.87,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0.522586207264934,3683.05,"O","O","O_O"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"O",1,0.850877352381543,16006.97,"O","C","C_O"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.103423986257577,18736.46,"O","O","O_O"
54,"C",0,0.889772155183152,1000,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.910721,1321.63,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",1,0.236757690118748,11990.17,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.732697709731006,11720.65,"O","O","O_O"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",1,0,0,"C","C","C"
54,"C",1,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"O",1,0.911250964491961,5132.5,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0.830773088235294,12985.14,"O",NA,"NA_O"
54,"O",0,0.987122448979592,66845,"O",NA,"NA_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",1,0.523610884623027,20582.06,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"O",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0.0976983333333333,963.06,"O","O","O_O"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",1,0.00142004410780481,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","O","C"
54,"C",0,0,0,"C","C","C"
54,"C",0,0,0,"C","C","C"
